ID,gaslit_yesno,text,story_wordcount
3220,yes,"The student worker is often the recipient of verbal abuse from their manager. One day, the manager tells the worker that they are worthless and stupid. The worker begins to cry, and is confronted by the manager. The manager tells the worker that they are being overdramatic, and refusing to take any personal accountability for causing the worker to cry. This causes the worker to feel embarrassed for getting upset.",70
3221,yes,I am always on time and able to do my job well. I try to come in with a good attitude. My supervisor thinks I am constantly bringing the store mood down and not doing my job correctly. Maybe they are correct. I should start paying attention more and not interacting with my coworkers except about work related things.,59
3272,yes,"I was working in the front as a cashier, a rude customer said I was fat and ugly and demanded a drink. I refused to serve them. My manager then comes up to me mad, yelling why I did not serve the customer. I explain the insults coming at me,  but the manager gaslights me and says they would never say that, I misunderstood and am overreacting. ",67
3277,yes,The manager constantly tells the student worker that they need to calm down or that they are being too emotional about something. The student does not think they are that emotional or need to calm down but the manager keeps insisting that they are to the point where the student begins to believe it. ,54
3305,yes,"The supervisor tells the workers that they said everyone needs to be at work at a certain time, even though they really didn't say that, they just need to cover themselves. nobody will question due to the power dynamic. In this way, the workers are all questioning their version of events against others, some remember the supervisor saying that, some do not. ",63
3339,yes,the supervisor tells the student worker that the coffee is suppose to have 5 drops of flavoring in it and not 4 but in every book and manual it says 4. the student worker feels like she shouldnt listen to this advice as she knows shes right but because the supervisor is telling her this she starts to beilive that she is wrong and he is correct. ,67
3345,yes,The supervisor asks the student worker to mop an unusual specific section of floor. The student does this and when they return and tell their supervisor they have finished the supervisor says that they never asked them to that and that they were not to mop that section of the floor.,51
3349,yes,"The worker being gaslit may be told by their employer to work a certain shift because they ""owe them a favor"" ,and if they don't then they are going to get scheduled bad shifts. It could also be a situation of you boss making promises for you to hvae off, and scheduling you denying their promise, even if you have proof. ",62
3365,yes,"after the manager sees a new worker spill the milk in the freezer, instead of putting that blame on the new worker, he blames this older student worker for it. even when the student worker denies and denies and says there should be video proof but the manager doesn't care what he has to say for he already made up his mind that it was the student worker. ",69
3383,yes,the student worker is unaware of how to use the coffee machine they supervisor gaslights the student by making it seem like the student should already know. The student was not taught how to use the machine because she works with the bread and stuff. The supervisor says that it is the students fault and blames it on them. Whole time it was the supervisors job to teach before hiring.,70
3390,yes,A student worker didn't receive their pay and makes it known to their supervisor. Their supervisor says that they did. The student worker shows receipts that they didn't give them their money for the week. The supervisor then turns it back around on the student worker and says that they are unappreciative for even asking.,57
3482,yes,My supervisor is cutting my paycheck because I forgot to ring up a customer yesterday. I could have sworn I rang everyone up. I felt really on top of my game yesterday and it's not like me to make such a mistake. But he said he checked the security cameras and I really did not ring them up. I feel like I'm losing grip of reality.,68
3502,yes,The student worker tells their supervisor that their coworker has been making inappropriate comments towards them and it's making them uncomfortable. The supervisor tells the student worker that their is no way the coworker is making comments like that because he is a good worker. The supervisor than asks if the coworker was just being friendly and if the student worker took it the wrong way,67
3509,yes,"The student worker come in for work one day, and the supervisor immediately berates the student worker for not having done a task the other day, that they were explicitly told to do before leaving. The student, knowing they did the task, is convinced by the intimidation of the supervisor that the task was not done, so instead of continuing to argue they apologize for not having done it.",69
3513,yes,I talked to my manager yesterday about my PTO for next week that I was accepted last month.  Now they are saying I never told them nor was it accepted.  They are saying that if I don't come to work I will be fired.  What do I do?,49
3542,yes,My manager walked in on me doing my job the other day. He noticed the way I was making a drink for someone and called me lazy and undetermined. I do my best everyday at work and yet it's never enough for my manager. I guess I'm just a lazy idiot. ,53
3552,yes,"The student worker reminded the supervisor to close out the register. Later, the supervisor gets angry claiming the student worker did not tell them. Student worker reminds supervisor of their reminder, but supervisor denies this ever happening. Student begins to question whether they told their supervisor or not",48
3587,yes,"the student worker comes in on time to work today, he is usually five minuets late which really makes no difference. However the supervisor comes in late today and pulls the student aside to explain to him that he was in fact late today and that if he is late again he would get fired.   ",55
3592,yes,When I received my paycheck I noticed it was about $100 dollars short. When I asked the supervisor who manages the coffee shop about it they said that I did my math wrong. I went home and counted again and it was still wrong. When I asked the manager again they said I was crazy and am trying to scam them out of more money.,65
3594,yes,"The manager trained the student worker how to scan incoming deliveries such products from vendors. When training the manager taught the student work ""her way"" or a shortcut of scanning incoming deliveries. When being unknowingly audited the student worker did the way her manger taught her. In the meeting, the manager yelled and suspended the student work for not using the companies method.",63
3616,yes,"The student worker has had many experiences where the supervisor isn't exactly the nicest to them. The student worker brushes it off every time although they were extremely uncomfortable. When the student worker has finally had enough, they inform the supervisor of how they felt they were being treated and the supervisor completely shuts down the student workers feelings suggesting that they were just overreacting.",66
1642,yes,"On Tuesday, the manager tells the worker that the manager will restock all of the coffee grounds for the next day. When Wednesday comes around, the manager yells at the worker for not having restocked the coffee grounds. When the worker tells the supervisor that the supervisor said that they would do it the day before, the supervisor denies the accusation. This is an example of gaslighting because the supervisor is trying to re-write history to make it seem as though the worker, rather than the supervisor themself, is at blame for the situation. ",95
2131,yes,"The student worker comes to work one day and is working with their supervisor on a slow day. The supervisor asks if the student can make them coffee with vanilla syrup while they work on the budget for the store, seeing as it's slow. The student agrees and begins making the coffee, putting in vanilla syrup as requested. When they serve the supervisor the coffee, however, the supervisor yells and says ""I asked for caramel! How could you have messed this up? I clearly said caramel syrup, you obviously don't know what you're doing!"" and sends the student home. ",102
2190,yes,"The student worker was responsible for closing the coffee shop the previous night and when the the student worker came in for their shift the next day, the supervisor started blaming the worker for misplacing the closing book. The supervisor had yelled at the student worker in front of the other employees and even made it believable. However the student worker knew that they had not misplaced the book and that it in fact was where it was supposed to be. The only plausible explanation was that the supervisor had looked at ti to double check everything and misplaced but chose to blame the worker instead. ",106
2221,yes,"Today is another day at work and I really do not want to go. Yesterday he instructed me to waive the payments of some customers that he knows but when management found out he stated that I was the one that did. When I confronted him about it, he told me that even though I made a mistake he wont fire. He told me that since management is not pressing the issue, I can keep my job and just make a better decision when checking in other customers. ",88
2225,yes,"The student worker speaks to the supervisor about having the weekend off of work and the supervisor allows this. When the weekend arrives, the supervisor calls the student worker, asking where they are.  The supervisor forgot to change the schedule of the student worker but is too prideful to admit it. The student worker says that they were told by the supervisor that it was okay but the supervisor claims this never happened. The supervisor might say, ""I would remember if you asked me, maybe you're the one who forgot to ask permission.""",94
2283,yes,"When the student closed up for the night, they did their required work but the next day the supervisor tells them they did not do all required work from the nigh before. Even if the student missed one piece of work, the supervisor makes it a point that the student missed multiple things. When the student questions the supervisors memory of the required work, the supervisor accuses the student of calling them a car and incompetent. ",76
2294,yes,The student worker has the next day off to go see friends. His or her boss comes up to them and says they need someone to work tomorrow. He tells the student that he needs to work for the shop. The student says no. The boss brings up a co-worker of the student and touts how great they are and how they would do it. He then tells the student that any good employee would work the shift. ,79
2300,yes,"Sarah works at Walmart and is in charge of cleaning. She works the hardest and the fastest in the store even help out in other areas too. Her supervisor do not like her helping other, so he assigns more work. when Sarah confront him about it he gets mad and calls him a loser.This infuriates him and called her a loser back. Now The whole situation is unprofessional and Sara quits her job. ",74
2312,yes,the student worker has a costumer arguing with them about a rule that your supervisor specifically put in place. you tell them that you are sorry but this is what my boss told me. the costumer than asks to speak to the supervisor. you then call them and they show up to where you are. The costumer tells them the issue and the supervisor completes goes against what they said so it made the student worker look stupid. ,78
2316,yes,"The student worker came into work one day, and she notices her boss has left a spilled cup on the counter. The student worker knows her boss did this, but he boss comes up to her while she is cleaning it up and asks why she knocked over the cup. The boss persists that it must've been the worker, because she didnt have that Coffe today. The student worker second guesses herself, and assumes she must've accidentally spilled the cup, not her boss.",85
2319,yes,"The supervisor tells the worker to mop the floors, and then sweep them. This has been the rule for months. One day the supervisor tells the worker that they're doing it wrong, that they need to sweep first and then mop. The supervisor says this is how it has always been, and puts the worker on suspension for incorrectly doing her job the entire time. Even though the worker has heard the manager tell them over and over that it was the first way, they end up convincing themselves that the manager is right ",95
2324,yes,The student describes that the manger told them to make sure they clean up before they leave. As the student cleans up later on in the evening the manager questions the student. The student explains that they are doing what the manger asked in the beginning of the shift. The manager says that thy are wrong and starts to repremand them. The manager pushes that she never said to do that.,71
2328,yes,"The manager of the coffee shop constantly targets the student worker by telling them that they did not wipe down each table when closed, and the worker did but then poceeded to second guess themselves.     The student wiped down the tables when closed when the manager was in the back. The manager comes to the other side and tells the student worker to wipe them tables down. When he goes to tell him he did, the manager says that he didn't cuasing the student workre to second guess themselves. ",90
2336,yes,"One day I was taking someones order. It was pretty loud inside so I had to raise my voice. As a result of this the customer thought that I was just yelling at them so they started to scream at me and then I ran away crying. My manager finished taking her order and came up to me and instead of comforting me she just told me i was ""too emotional"". ",71
2340,yes,"The student worker has class right before work and told the manager she may be late some days. The manager is ok with this and they have a verbal agreement. One day she is later than usual and the manager gets angry. Even though they have an agreement, he denies ever saying this and accuses her of lying. When the student gets confused, he uses this opportunity to call her a bad employee and guilt trips her into working more hours. Even though the worker was technically in the right, the manager made them question themself and turned them into the wrongdoer.",102
2344,yes,"The student worker had to deal with a difficult customer. The customer talked to the supervisor and the supervisor talked to the student worker. The supervisor did not ask the student worker about their perspective and instead makes remarks about how ridiculous the student worker was acting. The supervisor then gets frustrated as to why the student working is not defending their self, although they never asked for their side of the story. ",73
2362,yes,My boss taught me how to use the espresso machine again. He makes me stay behind after hours and drills me even though I tell him every time that I have worked at a coffee shop before and know how to work a machine. I know he only does it because he wants me to be a great employee. When he  tells me how he only helps because he knows I can be better. I used to feel undermined and worthless but maybe I really wouldn't be able to work the machine without his help.,96
2370,yes,"The student is probably treated like he is below the supervisor and held to such high expectations at the shop, disregarding the fact that it's a student with other responsibilities. I can see a situation where the student gets a customer order wrong because they misheard them and are under a great deal of stress due to their education. This student probably feels terrible and will offer to make that costumer a new drink. The supervisor then walks by and starts blaming the student and telling him that he will not make it anywhere in life due to a simple misunderstanding of a costumers order.",106
2374,yes,"The manager forgot to close the coffee grounds container before stepping away from the station. By accident, the student worker knocks it over while helping a customer. Instead of the manager apologizing for not sealing the container before stepping away, the manager instead yells at the student worker ""Well you should have seen it there! Be careful next time and hurry up and clean it up!"" Without admitting to their fault and helping the student worker clean up the mess.",80
2383,yes,"The student worker was preparing someones coffee when the supervisor suddenly stops him. ""woah woah woah what are you doing thats way too much cream for that drink"". The worker put the exact amount for a coffee with extra cream and explained to the manager. The manager then told him he was wrong and he was using way too much cream even though he was using the trained amount. Due to the supervisors authority the worker complies.",77
2390,yes,"The student worker is going about their day when the supervisor comes up to them and tells them that they are doing the work wrong, and if hey continue to do it that way they will be fired. The supervisor doesn't tell them student worker what they are doing wrong. This happens to the student worker everyday. Even thought this keeps happening the student worker never gets fired. This is the supervisors way to get in the head of the student worker, making them think a different way.",89
2393,yes,The manager of a coffee shop makes a mess of the coffee beans all over the floor. He tells you to pick them up in your own defense you explain that you did not make the mess. The manager comes over and says that you did it and asks if you are calling him stupid like he didn't know what he saw. In the perspective of the student they would feel pressured to just say okay and pick up the coffee beans.,83
2397,yes,"As a student is hard at work with only a requirement of 15 hours a week, their supervisor contstanly bugs them into staying over time. Each day they end up staying a little longer and longer. One time the student said they had to go home to do homework and the supervisor gaslighted them into thinking that if they don't stay the extra time that they arent a good employee. ",71
2402,yes,"I don't know what gaslighting means. If I had to guess, someone is making assumptions of the other person, or patronizing them, or something like that. Ok, so the supervisor says, ""student, you made my cappuccino with no foam, this is a latte, are you a server or a barista? Guess they didn't teach you how to make coffee in class huh?"" That is honestly my best guess of what gaslighting is.",74
2405,yes,"Supervisor tells student he forgot an order. The student responds no he did not and that he has been waiting tables. The supervisor made a really big fus but remembers he was supposed to fulfil that order. To save him from embarrassment he keeps getting angrier and more hostile with the student making his own actions the students fault. The supervisor says things like ""I watched you take it"" and ""Do you even care about your job"" to make the student really second guess himself and make him think that he in fact made the mistake. ",96
2425,yes,"When I am doing something the way I was shown he just completely tells me I am doing it wrong. he makes me feel worthless in the business when deep down I know im not. When I tell coworkers about it they dismiss it because they don't see it and call me dramatic. My boss then apologizes and says he's under stress and it won't happen again, and then continuously does it over and over again.",79
2432,yes,"The student worker gives the supervisor her availability for the next month on a piece of paper saying she can't work a weekend because she's visiting out of town. She also verbally expresses this time off with agreement from the supervisor. When the schedule comes out, the worker is scheduled during the weekend she's away. When she questions her hours, the supervisor denies ever talking about her time off and states he didn't see the request on paper. He then demands she works that weekend and if she doesn't she's fired for messing up her schedule. ",102
2455,yes,I was trying to stock up the ingredients needed in the cafe while my supervisor was responsible for taking orders. My supervisor walked away from the register a few minutes before we opened. He didnt return until a few minutes after the store opened. there was already a full line and when he came out he badgered me about why i didnt finish my original task. He kept saying that I shouldve been doing my task and that I was bad on the register. ,84
2485,yes,"I was running late for work, I was so scared I was going to get fired. When I got to work my supervisor said "" I know you've been steeling coffee on the job, I got you on the cameras. if you fess up I will stop yelling at you."" I was so confused because I have never stole coffee, he must have mistaken me for someone else. My supervisor always yells at me for the same incident, to the point where I said it was me so he can stop. ",91
2503,yes,"A costumer is angry that the student worker messed up their coffee order, so they throw the drink at the worker and demand a new coffee be made. The worker, upset, gets the manager and explains the situation. The manager tells them that they should not be upset, if they had just made the order correctly there wouldn't be a problem. The manager then forces the worker to make a new drink and apologize to the customer for messing up so badly.",83
2516,yes,The student worker already took out the trash earlier that day. The supervisor does not feel like taking out the trash now. So the supervisor tells the student worker to take it out while they are taking a customer. The student worker says that they already took out the trash and it is the supervisors turn. The supervisor gaslights the worker into thinking that they never took out the trash and that was yesterday.,74
2537,yes,"There was this one instance where my supervisor gaslighted me. I am a good worker, I don't complain much, and I follow the recipe to a T. One customer ordered a caramel latte, with coffee wanted on the top. My supervisor made the order, and I, in a playful mood comment on how she never puts enough milk for the latte. She decides to snap back at me, and tell me I never make my drinks right, and that when I brew my coffee, I make it too thick. ",90
2567,yes,"The supervisor spilled some caramel on the countertop. He blames the student worker for making the mess. The student says that it wasn't him and the supervisor disagrees strongly saying he saw him make the mess. They may go back and forth more, but the supervisor insists that he watched him make the mess and that it is on camera. He is angry and explains that he doesn't want to have to get the evidence. Eventually the student worker thinks maybe he had made the mess and apologizes. ",90
2570,yes,"The supervisor frequently tells the worker that they dont do a well enough job. The student leaves work and their other coworker leaves a mess afterwards. The supervisor then yells at the student worker because he assumes they were the one who left the mess. the worker tried to deny and told them it was the other worker, but the supervisor said that they were lying and they were the one who did it.",74
2580,yes,On a Monday morning the student worker comes in late to his shift due to his class running late. The supervisor begins to tell the student worker about how their frequent tardiness will lead to termination. The student working begins to be confused since today was the first day they had been late to work. During the entire shift the supervisor mentions their tardiness in order to make the student worker complete tasks faster.,74
2584,yes,"The supervisor sees a bunch of mugs that need to be washed and wants to tell the student worker to wash them. The supervisor then get distracted and forgets to tell the student worker. A customer complains about all of the dirty mugs laying around. The supervisor then goes to the student worker and starts yelling at him saying, ""I told you to clean these mugs!"" The student worker doesn't remember being told to clean them, but the supervisor keeps yelling at him and doubles down on saying that he told him to do it.  ",96
2624,yes,"My boss did not schedule me for a shift, so I did not come into work that day because again, I wasn't scheduled. I got a call that day from my boss and they were yelling at me saying I wasn't at work. When I explained I wasn't scheduled, they proceeded to tell me I just didn't look at the schedule hard enough, when I know I did, and then claimed I must think they have bad management if the schedule was messed up, and I just didn't want to come into work that day. ",100
2625,yes,"perspective of student worker:     Anytime I report an issue that happens at work, my boss tells me I am overreacting. I have brought up instances of sexual harassment from my coworkers, and my boss tells me that I am blowing it out of proportion and it is not a big deal. I keep trying, and my boss is making me feel crazy and stupid for reacting to these things the way I do even when my boss witnesses it themselves. Mt boss says that my coworkers are just being nice and it is not something to get upset about. ",99
2641,yes,"The student worker (SW) closed the night before and completed their tasks before leaving. When they arrived for their shift the supervisor (SP) insisted, they didn't do their job well enough, even though the shop had been opened for hours. SW had a manager sign their approval of their closing job. However, the SP insists they still didn't do it. The SW starts to question whether or not they did their job up to standard and whether the manager let them go without properly checking",87
2673,yes,"The manager telling the student to do something and then when the student does that ting the manager realizes it is the incorrect thing to do, figures out what the correct thing is and then tells them to do that but instead of just admitting they told them the wrong thing from the beginning they make it seem like they said that all along and the student was wrong the whole time.",72
2678,yes,"Supervisor gaslights the student by saying the student did not restock the cups or put one of his peers on the schedule when he did. Student tells the supervisor that he did do that, and shows that the cups are restocked and his peers called out sick. Supervisor then says because of his position, the student worker should not correct him since he is an authorative figure, and that his assumptions are correct. ",73
2693,yes,The employee walks in and goes to clock in but needs the manager's fingerprint in order to clock in. The supervisor states that he will get to it by the end of the worker's shift. The end of the shift comes and the supervisor still hasn't clocked in the employee. The supervisor asks the employee why they didn't ask them to help them clock them in and the employee says that they did but the manager blatantly states that they didn't.,86
2700,yes,The supervisor may come up to the worker and say they need to work on their customer service skills because many people are complaining or walking away looking disturbed by the worker. The worker never sees this but the supervisor says he has heard and seen many customers leave unhappy and whispering about the rude service from the worker. The worker never sees this but starts to believe they are coming across as rude and doesn't realize they were leaving that impression.,83
2711,yes,"I left the shop without locking up because my supervisor told me she would handle it when I asked if it needed to be done. When I came in the next morning, she was furious that the store was not locked up and blamed me for not locking up. Even when I insisted that she told me she would handle it, she was absolutely positive she told me to do It and punished me for not doing my job. ",79
2725,yes,"The student worker and the supervisor don't seem to like each other and seem to be competitive. Other workers seem to see the passive aggressive language between them. The student worker goes to take out the trash and comes back into the shop. An hour later the supervisor asks if the trash was taken out and the student says yes. The supervisor proceeds to say, ""I dont think you remember taking it out because you have been so busy""...""it probably slipped your mind.""",85
2740,yes,"Student worker asks for a day off in two weeks, a manager agrees, two weeks pass by and a worker reminds the manager about it. Manager replies that he has never heard about it and he cannot give a day off because of short-staffed cafe that weekend. Worker says that he asked 2 weeks and manager allowed it. Manger yells at him saying: ""Do you think I am stupid and would not remember saying yes to you?""",78
2756,yes,I was at work the other day making coffee and everything was going fine. But then my supervisor showed up and kept telling me I wasn't adding the proper amount of sugar to the coffee. I explained to him that I was but he disagreed. I dumped out the coffee and started over showing him me putting the right amount of sugar in the new cup of coffee. He looked me dead in the eye and told me it was still wrong.,83
2760,yes,"During a shift, a female worker is groped and verbally harassed by a male worker when managing the register. The female worker decides to report the incident to her supervisor, even though she is fearful of saying something. She tells her supervisor about the incident of the male worker's inappropriate touching/words. Her supervisor laughs and calls her ""hypersensitive"" and says she is ""overreacting"" and does nothing to solve the issue. ",72
2785,yes,"There was a customer being disrespectful to the student worker while they were taking the customers order. The worker politely asked them to be more respectful and when the customer only got more angry, the worker started to tear up. The student worker asked someone else to finish taking the order. The students boss gaslit them by telling them they were being too sensitive and dramatic over the disrespectful customer. Boss tells the student they need to suck it up and do better. ",83
2786,yes,"Whenever I am on campus working my on campus job at the coffee shop, my manager constantly tries to get me to stay longer than I'm scheduled for. I would explain that I have classes after said shift and my manager would tell me that it's okay to skip a few classes for money. He would tell me that sometimes you have to lose some to win some. He tells me that it's a policy at work that sometimes staying later for your scheduled shift is required. ",90
2800,yes,"When a customer comes into the store to order something, the person starts singing a song that contains the n word. The worker is a black person and hears the customer say it. The worker decides to confront the customer and express that what they said is offensive. The customer calls for the supervisor. After hearing  the situation, the supervisor pulls the worker aside and said they are getting written up for work behavior. The worker defended themself, expressing how hurt she was, yet the supervisor tells her she is dramatic and it's fee speech. Invalidating their feelings ",99
2815,yes,"At work we have a tip jar that sits on our counter by the cash register. Every day at closing time whoever is currently working counts the tips and splits them evenly into the accounts of all the employees. I have had this responsibility several days in a row now, as I've had the closing shift this entire week, and I know I have been doing it right every time. However, my supervisor has been complaining to me recently for taking a larger share of the tips rather than splitting them evenly, have I really been doing this without even noticing?",102
2839,yes,the supervisor tells the worker that they need to charge extra for non dairy milk even though its not extra on the menu. the worker charges a customer extra for non dairy milk. the customer complains about the charge and asks for the worker for the supervisor. the worker explains that this is a new policy and the supervisor will still charge for non dairy milk. the supervisor comes over and takes the charge off and apologizes to the customer.,80
2849,yes,"Someone orders a large caramel cold brew coffee with almond milk (you should try it its really good) and the worker makes it and places it in the pick up portion of the shop. Then immediately after that the manager tells him to make the coffee for the customer even though the manager saw him already make it. To this the worker responds ""You quiet literally just watched me make the order"" and to this the manager responds ""No I didnt and you never made it now make it for the customer"". ",92
2854,yes,"I had scheduled with my supervisor a month in advance to miss work on Valentines day, but called me on Valentines day claiming I had never even mentioned missing work in the past couple months.  He was saying that he was counting on me this shift in particular and that he couldnt stay open because of me.  I then began recapping the conversation I thought I had with my supervisor, and began thinking to my self that I was remembering wrong and that he was probably right.",87
2857,yes,"The student is working on the cashier and accidentally rings in a flavored bagel instead of a plain bagel, which costs more money. The guest expresses this concern to the student, and the student apologizes and offers to give a refund and to ring up the plain bagel. The student needs supervisor approval for refunds, so they call them over. After explaining the situation to the supervisor, they begin yelling and speaking harshly to them saying ""you need to stop making little mistakes"" and ""you should be paying attention"" and ""this is on you, do better.""",96
2863,yes,Coffee Shop Owner: I do not remember or would ever lay a hand on an employee. This student worker is lying about the situation.   Student worker: I am not lying and I also have the scars to prove the event.   The coffee shop owner may know that the student is desperate for this job and will gaslight the student into keeping the abusive situation a secret because of the student's need more money. ,74
2886,yes,I the student worker now that I talked to my supervisor about being off on this day and date. She said not to worry about it and she will take care of it. It is know that date and she did not give me off because I never talked to her about it. She tries to tell me she had off the day I claimed to talk to her and even shows me pictures of her out and about doing things. She is very insistent that I never talked to her. I start to believe her even though I know I did.,102
2888,yes,"My supervisor bumped into me with a metal cup freshly steamed with milk. The hot milk spilled all over me leaving me with mild burns, but regardless it hurt a lot. At first my supervisor said nothing but when I called him out, he said I'm sorry you think that I hurt you but I was just doing my job and you got in my way. A few weeks later when I ended up leaving work early and went to the emergency room for the burns from the incident my supervisor claimed that he never spilled the milk and me.",101
2905,yes,"One time, the student worker came in to open the shop in the morning only to find that the shop wasn't properly closed up and cleaned then night before. When the student worker asks the supervisor about it, the supervisor asks ""Why didn't you clean up before closing?"" and even after the student worker points out that it was not their responsibility to close up because they weren't even on the schedule, the supervisor maintains that it's their fault that the shop isn't clean. Eventually the student worker relents and apologizes, assuming it must've somehow been their mistake.",104
2923,yes,"One of the jobs of the student worker is to organize and place all of the dairy products in the fridge. The student does this every morning before the shop opens. On one particular morning, the supervisor tells the student to not do it because he is going to do it himself. The next day the supervisor approaches and scolds the student about not doing it the day before. He claims that he did not tell the student that he was going to do it and even if he did that the student should have done it because it is a part of their job description.",106
2927,yes,"I have noticed money from the tip jar disappearing recently. When I brought this up to my boss, he first said I must not be counting or keeping track correctly and brushed off my complaint. When this continued happening I brought it up again, only for him to say that he has been keeping track himself and there is no problem. I know that I am losing tips and suspect my supervisor is taking them.",75
2949,yes,The student worker already requested off and has a big exam to study for the next day. He is not put on the schedule but his boss calls begging him to come in. He makes the worker feel bad. He may say things like I am going to fire you or that they really need him. He will use words to make the worker feel that it is his fault they are understaffed . ,73
2961,yes,"The student worker asked for a day off and the supervisor was trying to gaslight her into thinking she didn't. The supervisor would keep saying ""no you didn't."" He would say ""that never happened."" The student felt bad because she started to feel like maybe she was wrong when deep down she knew she asked for a day off.  The supervisor knew the student worker asked for a day off but he wanted her to think she didn't.",81
2984,yes,"The student worker needed a day off to study for a big exam coming up, but when she told her supervisor this they just said that she doesn't care about this job and if she doesn't have the time then she should quit.    From the students perspective it came off as the supervisor telling her that she is not a hard worker and making her feel guilty for putting her studies first.",74
2993,yes,"A customer asks for a drink the student worker recently learned how to make. The student worker needed some help initially learning how to make the drink properly. Hence, the student worker is excited to make this new drink. but the supervisor tells the worker that they should not be that excited because they don't know how to make the drink properly in the first place. The supervisor continues to mention how the worker does a series of things wrong, in front of the customer and other employees, rather than being encouraging, ",93
3018,yes,"The student worker goes to work on time everyday and is a very hard worker. When they request off for a personal reason the supervisor denies that student the time. When the student confronts the supervisor about the time off, that supervisor tells them that they are causing them and inconvenience to them and requesting off is unfair to them and the rest of the crew when they need the help. The student worker continues to feel bad for having to request off because the supervisor makes them feel like they are doing something wrong.",95
3054,yes,"The supervisor tells the student that he needs to take a call from his girlfriend and then goes on break for an hour. The supervisor says that it's a slow day, and lets the student slack off without telling the student worker to do anything. When the supervisor returns and sees that she has only done a few tasks, he becomes angry and yells at the worker. Confused, the worker claims that the supervisor said she could relax. But, the supervisor chastises the student saying that he actually told her to do completely clean and begin closing the shop. ",100
3075,yes,The supervisor walks up the the employee and asks them why they rung an order up wrong. The employee then tells the supervisor that the order is right and even has backup from the other employees but since the supervisor does not really like the employee he continues to tell her she is wrong making the employee question is she is really wrong. Although in her mind she knows she is right she starts to feel like she is wrong because her supervisor keeps throwing unnecessary jabs at her intelligence making her question how accurate she is.,97
3102,yes,"When I got to work one day, my supervisor told me that I had come in five minutes late, even though I knew this was not true. I pleaded with her to understand where I was coming from, but she kept saying that I was in the wrong and she SAW me walk in the door at 4:05 instead of 4:00 on the dot. She was saying how rude it was of me to challenge her authority and next time I should be sure to arrive five minutes early. ",91
3103,yes,"The supervisor hands out the wrong coffee to a customer. The student realizes and tells her supervisor. Instead of taking ownership for the mistake, the supervisor leads the student to believe that it was her fault. The supervisor says to the student, ""well if you would have written the name on the cup bigger, the customer would have the correct coffee."" The student is known to be  helpful and a great employee. Her supervisor was deflecting her negative feelings onto the student to lead her to believe that she should take blame, not the supervisor. ",95
3129,yes,"As the supervisor trains the student worker to use the equipment needed for the job, she asks the student to demonstrate how to use the equipment. While the student repeats the process the supervisor presented, the supervisor yells at the student that she isn't doing it correctly. The student then explains she only repeated what was shown and the supervisor calls the student crazy and says she never did that. ",71
3145,yes,"Becky works at a coffee shop and likes to strike up conversations with customers. One day, her supervisor witnesses her talking with a customer, and that customer gave her a tip. Becky's supervisor pulled her aside and told her that she is manipulating customers into giving her tips, and that this is a sleazy thing to do. Becky's supervisor enforced that, if she sees this happen again, Becky will be fired for being dishonest with customers.",78
3178,yes,"The store manager approaches the student worker while they are finishing up taking an order. Not long before taking this order, the student worker at just wiped and cleaned all of the tables in the store. The manager tells the student worker to go and clean the tables, the student worker explains that they did and that the manager watched them do it. The manager said that they were watching the student worker and that they did, in fact, not clean the tables but just stood around. ",87
3180,yes,"The student worker experienced another coffee shop employee treating her badly. She goes and tells the supervisor about her experience. The supervisor is well aware that this other employee has issues with disrespecting others. Instead of acknowledging that this worker is problematic, he tells the student worker that she's probably stressed and overthinking her experience with her coworker. The student becomes upset because she knows that this coworker is disrespectful, but now she is doubting herself. ",77
3183,yes,"A worker named Sarah begin working the midday shift. As she is working, a coworker of hers named David approaches her. He tells her that she is slowing down the service and causing customers to complain. Sarah looks around a sees that there is only on customer and she begins to doubt her abilities. David continues by comparing Sarah to other coworkers who are supposedly doing a better job. Sarah doubts begin to increase and diminishes her confidence.",78
3185,yes,"The student worker has worked at the coffee shop for two years and has only been late to work a handful of times. Every few pay cycles, the owner miscalculates the company's budget and does not have enough money to pay the student worker. Because of this, the owner lies to the student and says that the paycheck was left for him at the beginning of the shift. When the student says they did not receive it, the owner says ""that's what you get when you show up late"", and blames the worker, denying them their payment.",99
3190,yes,From the students perspective he or she feels like they come in work in all the time but since she just got hired she feels like that she should do more. Just this morning I came in to do the early shift thinking that I would get payed for doing overtime my supervisor said that it wouldn't be fair because the regular employees that does regular shift don't get payed over time. Even though I felt like I deserved to get payed extra my supervisor made me feel like all the work I did I shouldn't be rewarded.,101
